study_x,plot,tree,unique_id,tph,age,volume_m,predicted_volume_m,model
BL,1111,25,BL-1111-25,618,11,0.367763283,0.344663309,RF
BL,1111,25,BL-1111-25,618,12,0.451456819,0.429934499,RF
BL,1111,25,BL-1111-25,618,13,0.541254607,0.542935941,RF
BL,1111,25,BL-1111-25,618,14,0.647575207,0.604194148,RF
BL,1111,25,BL-1111-25,618,15,0.717005593,0.680000681,RF
BL,1111,26,BL-1111-26,618,9,0.188841767,0.190634576,RF
BL,1111,26,BL-1111-26,618,10,0.201314926,0.207586485,RF
BL,1111,26,BL-1111-26,618,11,0.285808538,0.286419958,RF
BL,1111,26,BL-1111-26,618,12,0.32582663,0.317063112,RF
BL,1111,26,BL-1111-26,618,13,0.351159544,0.363362485,RF
BL,1111,26,BL-1111-26,618,14,0.386441796,0.37860285,RF
BL,1111,26,BL-1111-26,618,15,0.404713682,0.414987573,RF
BL,1111,27,BL-1111-27,618,9,0.138411737,0.165397761,RF
BL,1111,27,BL-1111-27,618,10,0.188841767,0.19967611,RF
BL,1111,27,BL-1111-27,618,11,0.207724655,0.227495716,RF
BL,1111,27,BL-1111-27,618,12,0.220890031,0.246573783,RF
BL,1111,27,BL-1111-27,618,13,0.227645531,0.250910117,RF
BL,1111,27,BL-1111-27,618,14,0.241501249,0.258403694,RF
BL,1111,27,BL-1111-27,618,15,0.255815228,0.297419352,RF
BL,1111,28,BL-1111-28,618,9,0.227645531,0.220879249,RF
BL,1111,28,BL-1111-28,618,10,0.263143429,0.257058683,RF
BL,1111,28,BL-1111-28,618,11,0.334162022,0.326943484,RF
BL,1111,28,BL-1111-28,618,12,0.377462249,0.371954395,RF
BL,1111,28,BL-1111-28,618,13,0.386441796,0.41156225,RF
BL,1111,28,BL-1111-28,618,14,0.423396672,0.430741461,RF
BL,1111,28,BL-1111-28,618,15,0.43288997,0.468411271,RF
BL,1111,29,BL-1111-29,618,9,0.263143429,0.247914485,RF
BL,1111,29,BL-1111-29,618,10,0.309485951,0.280412015,RF
BL,1111,29,BL-1111-29,618,11,0.395525844,0.363072859,RF
BL,1111,29,BL-1111-29,618,12,0.414004217,0.390348606,RF
BL,1111,29,BL-1111-29,618,13,0.452174881,0.449415567,RF
BL,1111,29,BL-1111-29,618,14,0.481831919,0.474939356,RF
BL,1111,29,BL-1111-29,618,15,0.52268703,0.530639011,RF
BL,1111,30,BL-1111-30,618,9,0.103327081,0.135933346,RF
BL,1111,30,BL-1111-30,618,10,0.140174334,0.159030358,RF
BL,1111,30,BL-1111-30,618,11,0.172274045,0.202001165,RF
BL,1111,30,BL-1111-30,618,12,0.212853239,0.222255767,RF
BL,1111,30,BL-1111-30,618,13,0.2418834,0.270123155,RF
BL,1111,30,BL-1111-30,618,14,0.29074315,0.282626134,RF
BL,1111,30,BL-1111-30,618,15,0.312604033,0.327313359,RF
BL,1111,32,BL-1111-32,618,9,0.325243698,0.301472998,RF
BL,1111,32,BL-1111-32,618,10,0.406446257,0.364153049,RF
BL,1111,32,BL-1111-32,618,11,0.563713265,0.5000588,RF
BL,1111,32,BL-1111-32,618,12,0.752323623,0.60855102,RF
BL,1111,32,BL-1111-32,618,13,0.894561387,0.823544518,RF
BL,1111,32,BL-1111-32,618,14,1.072271948,0.88144471,RF
BL,1111,32,BL-1111-32,618,15,1.224831688,0.95788956,RF
BL,1111,34,BL-1111-34,618,9,0.291519707,0.291113598,RF
BL,1111,34,BL-1111-34,618,10,0.36573025,0.358851885,RF
BL,1111,34,BL-1111-34,618,11,0.493648822,0.477807301,RF
BL,1111,34,BL-1111-34,618,12,0.622344548,0.588906333,RF
BL,1111,34,BL-1111-34,618,13,0.733495432,0.708751144,RF
BL,1111,34,BL-1111-34,618,14,0.831785077,0.781133561,RF
BL,1111,34,BL-1111-34,618,15,0.976824225,0.892653911,RF
BL,1111,35,BL-1111-35,618,9,0.159676957,0.178768392,RF
BL,1111,35,BL-1111-35,618,10,0.220890031,0.209468889,RF
BL,1111,35,BL-1111-35,618,11,0.263143429,0.263038876,RF
BL,1111,35,BL-1111-35,618,12,0.285808538,0.284733519,RF
BL,1111,35,BL-1111-35,618,13,0.30148184,0.311597719,RF
BL,1111,35,BL-1111-35,618,14,0.317601123,0.320687893,RF
BL,1111,35,BL-1111-35,618,15,0.32582663,0.344030185,RF
BL,1111,36,BL-1111-36,618,9,0.34260658,0.315776325,RF
BL,1111,36,BL-1111-36,618,10,0.43288997,0.386407683,RF
BL,1111,36,BL-1111-36,618,11,0.52268703,0.475596935,RF
BL,1111,36,BL-1111-36,618,12,0.608578934,0.555419767,RF
BL,1111,36,BL-1111-36,618,13,0.687803575,0.669937263,RF
BL,1111,36,BL-1111-36,618,14,0.758260116,0.710701258,RF
BL,1111,36,BL-1111-36,618,15,0.794231054,0.74359807,RF
BL,1111,37,BL-1111-37,618,9,0.293589176,0.275991598,RF
BL,1111,37,BL-1111-37,618,10,0.359820368,0.321946486,RF
BL,1111,37,BL-1111-37,618,11,0.452174881,0.414455348,RF
BL,1111,37,BL-1111-37,618,12,0.554267859,0.485267353,RF
BL,1111,37,BL-1111-37,618,13,0.619678816,0.604165515,RF
BL,1111,37,BL-1111-37,618,14,0.71105012,0.6302513,RF
BL,1111,37,BL-1111-37,618,15,0.758260116,0.652303141,RF
BL,1111,38,BL-1111-38,618,9,0.309485951,0.280168355,RF
BL,1111,38,BL-1111-38,618,10,0.377462249,0.344279272,RF
BL,1111,38,BL-1111-38,618,11,0.49190749,0.441445151,RF
BL,1111,38,BL-1111-38,618,12,0.575748263,0.520276873,RF
BL,1111,38,BL-1111-38,618,13,0.630854284,0.616054208,RF
BL,1111,38,BL-1111-38,618,14,0.699395411,0.65339284,RF
BL,1111,38,BL-1111-38,618,15,0.734540865,0.699455937,RF
BL,1111,39,BL-1111-39,618,9,0.222403717,0.225142985,RF
BL,1111,39,BL-1111-39,618,10,0.304208852,0.281964814,RF
BL,1111,39,BL-1111-39,618,11,0.422241739,0.395102759,RF
BL,1111,39,BL-1111-39,618,12,0.518621145,0.46721229,RF
BL,1111,39,BL-1111-39,618,13,0.633407905,0.612987885,RF
BL,1111,39,BL-1111-39,618,14,0.736986552,0.662042324,RF
BL,1111,39,BL-1111-39,618,15,0.834356477,0.722226685,RF
BL,1111,40,BL-1111-40,618,9,0.18771521,0.178519427,RF
BL,1111,40,BL-1111-40,618,10,0.205587708,0.19574236,RF
BL,1111,40,BL-1111-40,618,11,0.286852331,0.274843922,RF
BL,1111,40,BL-1111-40,618,12,0.360056734,0.309755439,RF
BL,1111,40,BL-1111-40,618,13,0.387200132,0.377691537,RF
BL,1111,40,BL-1111-40,618,14,0.416290136,0.395980702,RF
BL,1111,40,BL-1111-40,618,15,0.433181087,0.422975664,RF
BL,1111,41,BL-1111-41,618,9,0.24986157,0.258702761,RF
BL,1111,41,BL-1111-41,618,10,0.320090222,0.320593582,RF
BL,1111,41,BL-1111-41,618,11,0.431325489,0.421748171,RF
BL,1111,41,BL-1111-41,618,12,0.611822227,0.551806392,RF
BL,1111,41,BL-1111-41,618,13,0.695589954,0.698612712,RF
BL,1111,41,BL-1111-41,618,14,0.851684973,0.753680362,RF
BL,1111,41,BL-1111-41,618,15,1.000942636,0.848528068,RF
BL,1111,42,BL-1111-42,618,9,0.058546964,0.089235845,RF
BL,1111,42,BL-1111-42,618,9,0.058546964,0.113964142,RF
BL,1111,42,BL-1111-42,618,10,0.071721648,0.102724121,RF
BL,1111,42,BL-1111-42,618,10,0.071721648,0.130750144,RF
BL,1111,42,BL-1111-42,618,11,0.091066938,0.125552388,RF
BL,1111,42,BL-1111-42,618,11,0.091066938,0.169632258,RF
BL,1111,42,BL-1111-42,618,12,0.104234678,0.132716052,RF
BL,1111,42,BL-1111-42,618,12,0.104234678,0.175592491,RF
BL,1111,42,BL-1111-42,618,13,0.114038272,0.154578257,RF
BL,1111,42,BL-1111-42,618,13,0.114038272,0.183162291,RF
BL,1111,42,BL-1111-42,618,14,0.136582937,0.158232651,RF
BL,1111,42,BL-1111-42,618,14,0.136582937,0.185741291,RF
BL,1111,42,BL-1111-42,618,15,0.138019501,0.213827952,RF
BL,1111,42,BL-1111-42,618,15,0.138019501,0.257547856,RF
BL,1111,43,BL-1111-43,618,9,0.33333985,0.316266412,RF
BL,1111,43,BL-1111-43,618,10,0.419768441,0.392061076,RF
BL,1111,43,BL-1111-43,618,11,0.542254437,0.498265362,RF
BL,1111,43,BL-1111-43,618,12,0.705447721,0.62964387,RF
BL,1111,43,BL-1111-43,618,13,0.833092532,0.790541006,RF
BL,1111,43,BL-1111-43,618,14,1.035522486,0.89665729,RF
BL,1111,43,BL-1111-43,618,15,1.169048929,1.004249739,RF
BL,1111,44,BL-1111-44,618,9,0.143556717,0.153693532,RF
BL,1111,44,BL-1111-44,618,10,0.159676957,0.169990958,RF
BL,1111,44,BL-1111-44,618,11,0.195020634,0.204969598,RF
BL,1111,44,BL-1111-44,618,12,0.207724655,0.218114468,RF
BL,1111,44,BL-1111-44,618,13,0.241501249,0.262279924,RF
BL,1111,44,BL-1111-44,618,14,0.270585249,0.272337204,RF
BL,1111,44,BL-1111-44,618,15,0.278140467,0.301075332,RF
BL,1111,45,BL-1111-45,618,9,0.159676957,0.160296797,RF
BL,1111,45,BL-1111-45,618,10,0.188841767,0.179151806,RF
BL,1111,45,BL-1111-45,618,11,0.220890031,0.221294087,RF
BL,1111,45,BL-1111-45,618,12,0.234515957,0.232284943,RF
BL,1111,45,BL-1111-45,618,13,0.255815228,0.26907796,RF
BL,1111,45,BL-1111-45,618,14,0.278140467,0.276698949,RF
BL,1111,45,BL-1111-45,618,15,0.285808538,0.301475969,RF
BL,1111,46,BL-1111-46,618,9,0.32582663,0.303587566,RF
BL,1111,46,BL-1111-46,618,10,0.359820368,0.340538695,RF
BL,1111,46,BL-1111-46,618,11,0.442482998,0.422246181,RF
BL,1111,46,BL-1111-46,618,12,0.512336328,0.475757521,RF
BL,1111,46,BL-1111-46,618,13,0.564966325,0.547088185,RF
BL,1111,46,BL-1111-46,618,14,0.597556076,0.577178933,RF
BL,1111,46,BL-1111-46,618,15,0.6534248,0.617962831,RF
BL,1111,48,BL-1111-48,618,9,0.238428447,0.223230935,RF
BL,1111,48,BL-1111-48,618,10,0.302746425,0.271659774,RF
BL,1111,48,BL-1111-48,618,11,0.442512595,0.388715269,RF
BL,1111,48,BL-1111-48,618,12,0.500744926,0.44406475,RF
BL,1111,48,BL-1111-48,618,13,0.61275632,0.58455842,RF
BL,1111,48,BL-1111-48,618,14,0.717242725,0.639367666,RF
BL,1111,48,BL-1111-48,618,15,0.784320396,0.711814675,RF
BL,1111,51,BL-1111-51,618,9,0.044797961,0.072872321,RF
BL,1111,51,BL-1111-51,618,10,0.04933664,0.077186121,RF
BL,1111,51,BL-1111-51,618,11,0.056366049,0.098052233,RF
BL,1111,51,BL-1111-51,618,12,0.067524379,0.105959279,RF
BL,1111,51,BL-1111-51,618,13,0.074969064,0.106089775,RF
BL,1111,51,BL-1111-51,618,14,0.080347744,0.109620685,RF
BL,1111,51,BL-1111-51,618,15,0.086916453,0.152331799,RF
BL,1111,53,BL-1111-53,618,9,0.404713682,0.363130736,RF
BL,1111,53,BL-1111-53,618,10,0.512336328,0.436487927,RF
BL,1111,53,BL-1111-53,618,11,0.630854284,0.536272775,RF
BL,1111,53,BL-1111-53,618,12,0.782191283,0.644852659,RF
BL,1111,53,BL-1111-53,618,13,0.86737088,0.78994681,RF
BL,1111,53,BL-1111-53,618,14,0.954155313,0.834370309,RF
BL,1111,53,BL-1111-53,618,15,1.029168104,0.889140233,RF
BL,1111,55,BL-1111-55,618,9,0.154189062,0.153262118,RF
BL,1111,55,BL-1111-55,618,10,0.182778308,0.17780761,RF
BL,1111,55,BL-1111-55,618,11,0.241501249,0.242447034,RF
BL,1111,55,BL-1111-55,618,12,0.278140467,0.270338321,RF
BL,1111,55,BL-1111-55,618,13,0.293589176,0.302732171,RF
BL,1111,55,BL-1111-55,618,14,0.334162022,0.314103671,RF
BL,1111,55,BL-1111-55,618,15,0.34260658,0.349791982,RF
BL,1111,56,BL-1111-56,618,9,0.241501249,0.243184443,RF
BL,1111,56,BL-1111-56,618,10,0.317601123,0.309049434,RF
BL,1111,56,BL-1111-56,618,11,0.395525844,0.380098363,RF
BL,1111,56,BL-1111-56,618,12,0.461964341,0.44161306,RF
BL,1111,56,BL-1111-56,618,13,0.52268703,0.515947757,RF
BL,1111,56,BL-1111-56,618,14,0.586612062,0.552731256,RF
BL,1111,56,BL-1111-56,618,15,0.608578934,0.594541751,RF
BL,1111,57,BL-1111-57,618,9,0.34260658,0.324844554,RF
BL,1111,57,BL-1111-57,618,10,0.423396672,0.392762548,RF
BL,1111,57,BL-1111-57,618,11,0.533126789,0.486074936,RF
BL,1111,57,BL-1111-57,618,12,0.699395411,0.611860366,RF
BL,1111,57,BL-1111-57,618,13,0.782191283,0.754582916,RF
BL,1111,57,BL-1111-57,618,14,0.842834488,0.786379285,RF
BL,1111,57,BL-1111-57,618,15,0.91681883,0.810961867,RF
BL,1111,58,BL-1111-58,618,9,0.195020634,0.228756091,RF
BL,1111,58,BL-1111-58,618,10,0.270585249,0.276138215,RF
BL,1111,58,BL-1111-58,618,11,0.351159544,0.368511577,RF
BL,1111,58,BL-1111-58,618,12,0.423396672,0.432084864,RF
BL,1111,58,BL-1111-58,618,13,0.481831919,0.502740201,RF
BL,1111,58,BL-1111-58,618,14,0.533126789,0.529527265,RF
BL,1111,58,BL-1111-58,618,15,0.586612062,0.593831129,RF
BL,1111,59,BL-1111-59,618,9,0.248601048,0.256399774,RF
BL,1111,59,BL-1111-59,618,10,0.30148184,0.305617108,RF
BL,1111,59,BL-1111-59,618,11,0.395525844,0.392519644,RF
BL,1111,59,BL-1111-59,618,12,0.512336328,0.484516871,RF
BL,1111,59,BL-1111-59,618,13,0.564966325,0.573713015,RF
BL,1111,59,BL-1111-59,618,14,0.642103554,0.607202909,RF
BL,1111,59,BL-1111-59,618,15,0.6534248,0.645398083,RF
BL,1111,60,BL-1111-60,618,9,0.30148184,0.266053112,RF
BL,1111,60,BL-1111-60,618,10,0.414004217,0.345211829,RF
BL,1111,60,BL-1111-60,618,11,0.52268703,0.431071185,RF
BL,1111,60,BL-1111-60,618,12,0.597556076,0.504685455,RF
BL,1111,60,BL-1111-60,618,13,0.664816487,0.614763472,RF
BL,1111,60,BL-1111-60,618,14,0.734540865,0.655519209,RF
BL,1111,60,BL-1111-60,618,15,0.794231054,0.697501933,RF
BL,1111,61,BL-1111-61,618,9,0.270585249,0.246676172,RF
BL,1111,61,BL-1111-61,618,10,0.32582663,0.28902548,RF
BL,1111,61,BL-1111-61,618,11,0.414004217,0.37432564,RF
BL,1111,61,BL-1111-61,618,12,0.481831919,0.420452353,RF
BL,1111,61,BL-1111-61,618,13,0.564966325,0.539860838,RF
BL,1111,61,BL-1111-61,618,14,0.608578934,0.563052354,RF
BL,1111,61,BL-1111-61,618,15,0.687803575,0.606679822,RF
BL,1111,62,BL-1111-62,618,9,0.195020634,0.21929836,RF
BL,1111,62,BL-1111-62,618,10,0.241501249,0.254417182,RF
BL,1111,62,BL-1111-62,618,11,0.317601123,0.324180747,RF
BL,1111,62,BL-1111-62,618,12,0.32582663,0.356177777,RF
BL,1111,62,BL-1111-62,618,13,0.359820368,0.379283805,RF
BL,1111,62,BL-1111-62,618,14,0.377462249,0.389650924,RF
BL,1111,62,BL-1111-62,618,15,0.386441796,0.437230554,RF
BL,1111,63,BL-1111-63,618,9,0.241501249,0.260719925,RF
BL,1111,63,BL-1111-63,618,10,0.285808538,0.302159439,RF
BL,1111,63,BL-1111-63,618,11,0.368588141,0.372730087,RF
BL,1111,63,BL-1111-63,618,12,0.43288997,0.437960658,RF
BL,1210,1,BL-1210-1,618,9,0.089223416,0.119088399,RF
BL,1210,1,BL-1210-1,618,10,0.105557444,0.137550343,RF
BL,1210,1,BL-1210-1,618,11,0.133380449,0.18321721,RF
BL,1210,1,BL-1210-1,618,12,0.159676957,0.195855917,RF
BL,1210,1,BL-1210-1,618,13,0.17099734,0.247488059,RF
BL,1210,1,BL-1210-1,618,14,0.188841767,0.257719345,RF
BL,1210,1,BL-1210-1,618,15,0.207724655,0.28356867,RF
BL,1210,2,BL-1210-2,618,9,0.097172097,0.12548435,RF
BL,1210,2,BL-1210-2,618,10,0.128462491,0.14668156,RF
BL,1210,2,BL-1210-2,618,11,0.165279652,0.212124515,RF
BL,1210,2,BL-1210-2,618,12,0.182778308,0.231837989,RF
BL,1210,2,BL-1210-2,618,13,0.201314926,0.291733437,RF
BL,1210,2,BL-1210-2,618,14,0.227645531,0.299892351,RF
BL,1210,2,BL-1210-2,618,15,0.248601048,0.343465952,RF
BL,1210,3,BL-1210-3,618,9,0.17099734,0.237948252,RF
BL,1210,3,BL-1210-3,618,10,0.220890031,0.286082596,RF
BL,1210,3,BL-1210-3,618,11,0.278140467,0.366127955,RF
BL,1210,3,BL-1210-3,618,12,0.30148184,0.438297253,RF
BL,1210,3,BL-1210-3,618,13,0.32582663,0.467101589,RF
BL,1210,3,BL-1210-3,618,14,0.368588141,0.50204946,RF
BL,1210,3,BL-1210-3,618,15,0.414004217,0.601903541,RF
BL,1210,6,BL-1210-6,618,9,0.201314926,0.231310498,RF
BL,1210,6,BL-1210-6,618,10,0.270585249,0.279890044,RF
BL,1210,6,BL-1210-6,618,11,0.34260658,0.364707314,RF
BL,1210,6,BL-1210-6,618,12,0.395525844,0.451173581,RF
BL,1210,6,BL-1210-6,618,13,0.442482998,0.543626602,RF
BL,1210,6,BL-1210-6,618,14,0.49190749,0.569649627,RF
BL,1210,6,BL-1210-6,618,15,0.554267859,0.641702949,RF
BL,1210,7,BL-1210-7,618,9,0.188841767,0.168582481,RF
BL,1210,7,BL-1210-7,618,10,0.220890031,0.198594084,RF
BL,1210,7,BL-1210-7,618,11,0.285808538,0.251254543,RF
BL,1210,7,BL-1210-7,618,12,0.34260658,0.281890915,RF
BL,1210,7,BL-1210-7,618,13,0.377462249,0.325973336,RF
BL,1210,7,BL-1210-7,618,14,0.404713682,0.336384848,RF
BL,1210,7,BL-1210-7,618,15,0.461964341,0.394133179,RF
BL,1210,8,BL-1210-8,618,9,0.128462491,0.153880486,RF
BL,1210,8,BL-1210-8,618,10,0.143556717,0.174388259,RF
BL,1210,8,BL-1210-8,618,11,0.176830203,0.218360104,RF
BL,1210,8,BL-1210-8,618,12,0.214249709,0.248108056,RF
BL,1210,8,BL-1210-8,618,13,0.234515957,0.298738231,RF
BL,1210,8,BL-1210-8,618,14,0.255815228,0.306690102,RF
BL,1210,8,BL-1210-8,618,15,0.285808538,0.358979911,RF
BL,1210,9,BL-1210-9,618,9,0.159676957,0.220793217,RF
BL,1210,9,BL-1210-9,618,10,0.188841767,0.259424745,RF
BL,1210,9,BL-1210-9,618,11,0.234515957,0.310787803,RF
BL,1210,9,BL-1210-9,618,12,0.30148184,0.346429746,RF
BL,1210,9,BL-1210-9,618,13,0.334162022,0.430638386,RF
BL,1210,9,BL-1210-9,618,14,0.359820368,0.44865552,RF
BL,1210,9,BL-1210-9,618,15,0.414004217,0.517741382,RF
BL,1210,10,BL-1210-10,618,9,0.04527294,0.117060277,RF
BL,1210,10,BL-1210-10,618,10,0.058696093,0.132197573,RF
BL,1210,10,BL-1210-10,618,11,0.089223416,0.174160722,RF
BL,1210,10,BL-1210-10,618,12,0.085411106,0.191529457,RF
BL,1210,10,BL-1210-10,618,13,0.089223416,0.224457352,RF
BL,1210,10,BL-1210-10,618,14,0.09314351,0.231572266,RF
BL,1210,10,BL-1210-10,618,15,0.097172097,0.283881536,RF
BL,1210,11,BL-1210-11,618,9,0.064756522,0.112160453,RF
BL,1210,11,BL-1210-11,618,10,0.078106803,0.12708733,RF
BL,1210,11,BL-1210-11,618,11,0.097172097,0.152606844,RF
BL,1210,11,BL-1210-11,618,12,0.105557444,0.166592012,RF
BL,1210,11,BL-1210-11,618,13,0.10991543,0.184464822,RF
BL,1210,11,BL-1210-11,618,14,0.118964908,0.190218102,RF
BL,1210,11,BL-1210-11,618,15,0.123657462,0.226728184,RF
BL,1210,12,BL-1210-12,618,9,0.131701826,0.168862901,RF
BL,1210,12,BL-1210-12,618,10,0.170440853,0.20797634,RF
BL,1210,12,BL-1210-12,618,11,0.229586248,0.272266302,RF
BL,1210,12,BL-1210-12,618,12,0.278002741,0.315725239,RF
BL,1210,12,BL-1210-12,618,13,0.323610601,0.380078124,RF
BL,1210,12,BL-1210-12,618,14,0.374126655,0.401163528,RF
BL,1210,12,BL-1210-12,618,15,0.438831869,0.471532988,RF
BL,1210,13,BL-1210-13,618,9,0.032202124,0.153114019,RF
BL,1210,13,BL-1210-13,618,10,0.044154353,0.170946526,RF
BL,1210,13,BL-1210-13,618,11,0.060379933,0.215298172,RF
BL,1210,13,BL-1210-13,618,12,0.071271995,0.231357861,RF
BL,1210,13,BL-1210-13,618,13,0.078341642,0.285295034,RF
BL,1210,13,BL-1210-13,618,14,0.085805536,0.292085856,RF
BL,1210,13,BL-1210-13,618,15,0.096323632,0.326653353,RF
BL,1210,14,BL-1210-14,618,9,0.109731562,0.20282857,RF
BL,1210,14,BL-1210-14,618,10,0.138370343,0.237778732,RF
BL,1210,14,BL-1210-14,618,11,0.16785761,0.322834677,RF
BL,1210,14,BL-1210-14,618,12,0.252445594,0.385810824,RF
BL,1210,14,BL-1210-14,618,13,0.305907005,0.473487142,RF
BL,1210,14,BL-1210-14,618,14,0.338306574,0.494355526,RF
BL,1210,14,BL-1210-14,618,15,0.429015852,0.576598734,RF
BL,1210,15,BL-1210-15,618,9,0.124869812,0.164438447,RF
BL,1210,15,BL-1210-15,618,10,0.149412831,0.201491859,RF
BL,1210,15,BL-1210-15,618,11,0.212560494,0.268186013,RF
BL,1210,15,BL-1210-15,618,12,0.282684989,0.310289657,RF
BL,1210,15,BL-1210-15,618,13,0.347893132,0.384012156,RF
BL,1210,15,BL-1210-15,618,14,0.407548674,0.398927961,RF
BL,1210,15,BL-1210-15,618,15,0.510985486,0.461509309,RF
BL,1210,16,BL-1210-16,618,9,0.150143376,0.204818096,RF
BL,1210,16,BL-1210-16,618,10,0.218511333,0.260486944,RF
BL,1210,16,BL-1210-16,618,11,0.275508565,0.331968815,RF
BL,1210,16,BL-1210-16,618,12,0.335016578,0.398457855,RF
BL,1210,16,BL-1210-16,618,13,0.396016783,0.477131725,RF
BL,1210,16,BL-1210-16,618,14,0.44524861,0.52716274,RF
BL,1210,16,BL-1210-16,618,15,0.537080208,0.619823753,RF
BL,1210,17,BL-1210-17,618,9,0.188841767,0.194710321,RF
BL,1210,17,BL-1210-17,618,10,0.241501249,0.241847441,RF
BL,1210,17,BL-1210-17,618,11,0.309485951,0.311669221,RF
BL,1210,17,BL-1210-17,618,12,0.34260658,0.368484333,RF
BL,1210,17,BL-1210-17,618,13,0.377462249,0.423646075,RF
BL,1210,17,BL-1210-17,618,14,0.452174881,0.448583451,RF
BL,1210,17,BL-1210-17,618,15,0.49190749,0.526639331,RF
BL,1210,18,BL-1210-18,618,9,0.030398189,0.071697276,RF
BL,1210,18,BL-1210-18,618,10,0.038358485,0.074296892,RF
BL,1210,18,BL-1210-18,618,11,0.053034959,0.10396268,RF
BL,1210,18,BL-1210-18,618,12,0.047764497,0.105689321,RF
BL,1210,18,BL-1210-18,618,13,0.050351457,0.127512072,RF
BL,1210,18,BL-1210-18,618,14,0.053034959,0.131342412,RF
BL,1210,18,BL-1210-18,618,15,0.053034959,0.137072785,RF
BL,1210,19,BL-1210-19,618,9,0.285808538,0.185365592,RF
BL,1210,19,BL-1210-19,618,10,0.334162022,0.209189909,RF
BL,1210,19,BL-1210-19,618,11,0.423396672,0.263925624,RF
BL,1210,19,BL-1210-19,618,12,0.442482998,0.270468384,RF
BL,1210,19,BL-1210-19,618,13,0.471850438,0.326944229,RF
BL,1210,19,BL-1210-19,618,14,0.52268703,0.340753403,RF
BL,1210,19,BL-1210-19,618,15,0.554267859,0.37730367,RF
BL,1210,20,BL-1210-20,618,9,0.067938994,0.130855959,RF
BL,1210,20,BL-1210-20,618,10,0.085411106,0.174329798,RF
BL,1210,20,BL-1210-20,618,11,0.097172097,0.232425979,RF
BL,1210,20,BL-1210-20,618,12,0.128462491,0.273488501,RF
BL,1210,20,BL-1210-20,618,13,0.143556717,0.324800199,RF
BL,1210,20,BL-1210-20,618,14,0.17099734,0.342126182,RF
BL,1210,20,BL-1210-20,618,15,0.188841767,0.401328551,RF
BL,1210,21,BL-1210-21,618,9,0.040868111,0.057247679,RF
BL,1210,21,BL-1210-21,618,10,0.057328431,0.061982337,RF
BL,1210,21,BL-1210-21,618,11,0.074482829,0.088833399,RF
BL,1210,21,BL-1210-21,618,12,0.083632097,0.093105379,RF
BL,1210,21,BL-1210-21,618,13,0.087854834,0.129166913,RF
BL,1210,21,BL-1210-21,618,14,0.100254351,0.132998705,RF
BL,1210,21,BL-1210-21,618,15,0.110616561,0.145284701,RF
BL,1210,22,BL-1210-22,618,9,0.08676387,0.142048056,RF
BL,1210,22,BL-1210-22,618,10,0.12178137,0.170646172,RF
BL,1210,22,BL-1210-22,618,11,0.174766779,0.220004282,RF
BL,1210,22,BL-1210-22,618,12,0.230979383,0.244296685,RF
BL,1210,22,BL-1210-22,618,13,0.265742358,0.332494151,RF
BL,1210,22,BL-1210-22,618,14,0.302487272,0.343746294,RF
BL,1210,22,BL-1210-22,618,15,0.348466133,0.407407008,RF
BL,1210,23,BL-1210-23,618,9,0.059678772,0.111301664,RF
BL,1210,23,BL-1210-23,618,9,0.059678772,0.210853679,RF
BL,1210,23,BL-1210-23,618,10,0.071044342,0.122457297,RF
BL,1210,23,BL-1210-23,618,10,0.071044342,0.26277287,RF
BL,1210,23,BL-1210-23,618,11,0.087151253,0.174991478,RF
BL,1210,23,BL-1210-23,618,11,0.087151253,0.335754174,RF
BL,1210,23,BL-1210-23,618,12,0.127438258,0.189668038,RF
BL,1210,23,BL-1210-23,618,12,0.127438258,0.401561859,RF
BL,1210,23,BL-1210-23,618,13,0.148873682,0.241061451,RF
BL,1210,23,BL-1210-23,618,13,0.148873682,0.48509267,RF
BL,1210,23,BL-1210-23,618,14,0.187417076,0.247617898,RF
BL,1210,23,BL-1210-23,618,14,0.187417076,0.539590313,RF
BL,1210,23,BL-1210-23,618,15,0.230377222,0.272746565,RF
BL,1210,23,BL-1210-23,618,15,0.230377222,0.640614176,RF
BL,1210,25,BL-1210-25,618,9,0.142457819,0.192286051,RF
BL,1210,25,BL-1210-25,618,10,0.193097786,0.23387151,RF
BL,1210,25,BL-1210-25,618,11,0.270016631,0.309019221,RF
BL,1210,25,BL-1210-25,618,12,0.338955888,0.356530278,RF
BL,1210,25,BL-1210-25,618,13,0.37442848,0.432385867,RF
BL,1210,25,BL-1210-25,618,14,0.436761127,0.466106119,RF
BL,1210,25,BL-1210-25,618,15,0.532009474,0.558916625,RF
BL,1210,26,BL-1210-26,618,9,0.195020634,0.112747521,RF
BL,1210,26,BL-1210-26,618,10,0.255815228,0.130578381,RF
BL,1210,26,BL-1210-26,618,11,0.309485951,0.162427408,RF
BL,1210,26,BL-1210-26,618,12,0.377462249,0.190801776,RF
BL,1210,26,BL-1210-26,618,13,0.414004217,0.255671756,RF
BL,1210,26,BL-1210-26,618,14,0.481831919,0.260981903,RF
BL,1210,26,BL-1210-26,618,15,0.52268703,0.313742307,RF
BL,1210,27,BL-1210-27,618,9,0.105557444,0.168430744,RF
BL,1210,27,BL-1210-27,618,10,0.133380449,0.202911548,RF
BL,1210,27,BL-1210-27,618,11,0.165279652,0.254937155,RF
BL,1210,27,BL-1210-27,618,12,0.214249709,0.290635117,RF
