study_x,plot,tree,unique_id,tph,age,volume_m,predicted_volume_m,model
RH,1210,44,RH-1210-44,618,14,0.270585249,0.249621608,SVR
RH,1210,44,RH-1210-44,618,15,0.309485951,0.27612043,SVR
RH,1210,45,RH-1210-45,618,9,0.263143429,0.207117907,SVR
RH,1210,45,RH-1210-45,618,10,0.309485951,0.246402867,SVR
RH,1210,45,RH-1210-45,618,11,0.368588141,0.288317706,SVR
RH,1210,45,RH-1210-45,618,12,0.423396672,0.331763585,SVR
RH,1210,45,RH-1210-45,618,13,0.481831919,0.37557778,SVR
RH,1210,45,RH-1210-45,618,14,0.533126789,0.418585157,SVR
RH,1210,45,RH-1210-45,618,15,0.597556076,0.459649161,SVR
RH,1210,46,RH-1210-46,618,9,0.123657462,0.147207325,SVR
RH,1210,46,RH-1210-46,618,10,0.148815744,0.170337968,SVR
RH,1210,46,RH-1210-46,618,11,0.17099734,0.19511081,SVR
RH,1210,46,RH-1210-46,618,12,0.214249709,0.221037329,SVR
RH,1210,46,RH-1210-46,618,13,0.248601048,0.247635195,SVR
RH,1210,46,RH-1210-46,618,14,0.278140467,0.274438277,SVR
RH,1210,46,RH-1210-46,618,15,0.317601123,0.301002154,SVR
RH,1210,47,RH-1210-47,618,9,0.248601048,0.277689007,SVR
RH,1210,47,RH-1210-47,618,10,0.309485951,0.340160586,SVR
RH,1210,47,RH-1210-47,618,11,0.359820368,0.406637498,SVR
RH,1210,47,RH-1210-47,618,12,0.442482998,0.475496452,SVR
RH,1210,47,RH-1210-47,618,13,0.512336328,0.54498209,SVR
RH,1210,47,RH-1210-47,618,14,0.575748263,0.613279677,SVR
RH,1210,47,RH-1210-47,618,15,0.642103554,0.678590964,SVR
RH,1210,48,RH-1210-48,618,9,0.065112771,0.132057005,SVR
RH,1210,48,RH-1210-48,618,10,0.08266123,0.152468303,SVR
RH,1210,48,RH-1210-48,618,11,0.099711697,0.175969741,SVR
RH,1210,48,RH-1210-48,618,12,0.119814491,0.202154775,SVR
RH,1210,48,RH-1210-48,618,13,0.13954427,0.230537919,SVR
RH,1210,48,RH-1210-48,618,14,0.168068338,0.260564895,SVR
RH,1210,48,RH-1210-48,618,15,0.187510355,0.291624413,SVR
RH,1210,49,RH-1210-49,618,9,0.163941176,0.254255111,SVR
RH,1210,49,RH-1210-49,618,10,0.204985991,0.3020346,SVR
RH,1210,49,RH-1210-49,618,11,0.23793658,0.352364027,SVR
RH,1210,49,RH-1210-49,618,12,0.287166286,0.403848225,SVR
RH,1210,49,RH-1210-49,618,13,0.329608771,0.455044923,SVR
RH,1210,49,RH-1210-49,618,14,0.370163501,0.50453297,SVR
RH,1210,49,RH-1210-49,618,15,0.435676647,0.550976866,SVR
RH,1210,50,RH-1210-50,618,9,0.227218161,0.241822174,SVR
RH,1210,50,RH-1210-50,618,10,0.301236835,0.297104242,SVR
RH,1210,50,RH-1210-50,618,11,0.363017713,0.356190353,SVR
RH,1210,50,RH-1210-50,618,12,0.446791761,0.417710943,SVR
RH,1210,50,RH-1210-50,618,13,0.543108389,0.48018556,SVR
RH,1210,50,RH-1210-50,618,14,0.645601821,0.542079268,SVR
RH,1210,50,RH-1210-50,618,15,0.708581378,0.601860851,SVR
RH,1210,51,RH-1210-51,618,9,0.176450088,0.200559839,SVR
RH,1210,51,RH-1210-51,618,10,0.224532827,0.245651756,SVR
RH,1210,51,RH-1210-51,618,11,0.282297629,0.293482332,SVR
RH,1210,51,RH-1210-51,618,12,0.347314277,0.342957347,SVR
RH,1210,51,RH-1210-51,618,13,0.395877797,0.392938543,SVR
RH,1210,51,RH-1210-51,618,14,0.481831986,0.442283993,SVR
RH,1210,51,RH-1210-51,618,15,0.544917681,0.489885816,SVR
RH,1210,52,RH-1210-52,618,9,0.095361928,0.164161748,SVR
RH,1210,52,RH-1210-52,618,9,0.095361928,0.271028027,SVR
RH,1210,52,RH-1210-52,618,10,0.119093732,0.193596516,SVR
RH,1210,52,RH-1210-52,618,10,0.119093732,0.339664812,SVR
RH,1210,52,RH-1210-52,618,11,0.147798878,0.225481894,SVR
RH,1210,52,RH-1210-52,618,11,0.147798878,0.412433752,SVR
RH,1210,52,RH-1210-52,618,12,0.174381762,0.259192586,SVR
RH,1210,52,RH-1210-52,618,12,0.174381762,0.487601069,SVR
RH,1210,52,RH-1210-52,618,13,0.203286091,0.294061018,SVR
RH,1210,52,RH-1210-52,618,13,0.203286091,0.563300838,SVR
RH,1210,52,RH-1210-52,618,14,0.236770444,0.329394069,SVR
RH,1210,52,RH-1210-52,618,14,0.236770444,0.637608992,SVR
RH,1210,52,RH-1210-52,618,15,0.283998357,0.364488787,SVR
RH,1210,52,RH-1210-52,618,15,0.283998357,0.708620555,SVR
RH,1210,53,RH-1210-53,618,9,0.188841767,0.189774684,SVR
RH,1210,53,RH-1210-53,618,10,0.214249709,0.234373162,SVR
RH,1210,53,RH-1210-53,618,11,0.248601048,0.281726655,SVR
RH,1210,53,RH-1210-53,618,12,0.293589176,0.330579882,SVR
RH,1210,53,RH-1210-53,618,13,0.32582663,0.379644782,SVR
RH,1210,53,RH-1210-53,618,14,0.368588141,0.427657574,SVR
RH,1210,53,RH-1210-53,618,15,0.414004217,0.473430441,SVR
RH,1210,54,RH-1210-54,618,9,0.176830203,0.211179855,SVR
RH,1210,54,RH-1210-54,618,10,0.207724655,0.258413157,SVR
RH,1210,54,RH-1210-54,618,11,0.241501249,0.306919712,SVR
RH,1210,54,RH-1210-54,618,12,0.293589176,0.355521824,SVR
RH,1210,54,RH-1210-54,618,13,0.32582663,0.403088288,SVR
RH,1210,54,RH-1210-54,618,14,0.368588141,0.448575462,SVR
RH,1210,54,RH-1210-54,618,15,0.423396672,0.491058766,SVR
RH,1210,55,RH-1210-55,618,9,0.176830203,0.280396475,SVR
RH,1210,55,RH-1210-55,618,10,0.195020634,0.318585432,SVR
RH,1210,55,RH-1210-55,618,11,0.220890031,0.356592362,SVR
RH,1210,55,RH-1210-55,618,12,0.255815228,0.393294099,SVR
RH,1210,55,RH-1210-55,618,13,0.278140467,0.42766621,SVR
RH,1210,55,RH-1210-55,618,14,0.309485951,0.458831627,SVR
RH,1210,55,RH-1210-55,618,15,0.334162022,0.48609604,SVR
RH,1210,57,RH-1210-57,618,9,0.159676957,0.098725207,SVR
RH,1210,57,RH-1210-57,618,10,0.188841767,0.133447208,SVR
RH,1210,57,RH-1210-57,618,11,0.207724655,0.171635528,SVR
RH,1210,57,RH-1210-57,618,12,0.234515957,0.212140889,SVR
RH,1210,57,RH-1210-57,618,13,0.255815228,0.253745265,SVR
RH,1210,57,RH-1210-57,618,14,0.285808538,0.295224347,SVR
RH,1210,57,RH-1210-57,618,15,0.32582663,0.335407083,SVR
RH,1210,58,RH-1210-58,618,9,0.176830203,0.233159038,SVR
RH,1210,58,RH-1210-58,618,10,0.207724655,0.279445874,SVR
RH,1210,58,RH-1210-58,618,11,0.241501249,0.328928225,SVR
RH,1210,58,RH-1210-58,618,12,0.285808538,0.38021558,SVR
RH,1210,58,RH-1210-58,618,13,0.334162022,0.431831504,SVR
RH,1210,58,RH-1210-58,618,14,0.368588141,0.482285399,SVR
RH,1210,58,RH-1210-58,618,15,0.423396672,0.530143455,SVR
RH,1210,59,RH-1210-59,618,9,0.214249709,0.210689217,SVR
RH,1210,59,RH-1210-59,618,10,0.241501249,0.249845413,SVR
RH,1210,59,RH-1210-59,618,11,0.278140467,0.291407393,SVR
RH,1210,59,RH-1210-59,618,12,0.32582663,0.334084869,SVR
RH,1210,59,RH-1210-59,618,13,0.359820368,0.376552994,SVR
RH,1210,59,RH-1210-59,618,14,0.404713682,0.417522348,SVR
RH,1210,59,RH-1210-59,618,15,0.452174881,0.455803813,SVR
RH,1210,60,RH-1210-60,618,9,0.159676957,0.22859817,SVR
RH,1210,60,RH-1210-60,618,10,0.182778308,0.271558159,SVR
RH,1210,60,RH-1210-60,618,11,0.207724655,0.316696396,SVR
RH,1210,60,RH-1210-60,618,12,0.234515957,0.362588404,SVR
RH,1210,60,RH-1210-60,618,13,0.263143429,0.40778856,SVR
RH,1210,60,RH-1210-60,618,14,0.293589176,0.450907381,SVR
RH,1210,60,RH-1210-60,618,15,0.32582663,0.49068232,SVR
RH,1210,61,RH-1210-61,618,9,0.248601048,0.240360449,SVR
RH,1210,61,RH-1210-61,618,10,0.293589176,0.295359756,SVR
RH,1210,61,RH-1210-61,618,11,0.34260658,0.35413838,SVR
RH,1210,61,RH-1210-61,618,12,0.404713682,0.414959638,SVR
RH,1210,61,RH-1210-61,618,13,0.452174881,0.475973595,SVR
RH,1210,61,RH-1210-61,618,14,0.512336328,0.535312006,SVR
RH,1210,61,RH-1210-61,618,15,0.575748263,0.591183163,SVR
RH,1210,62,RH-1210-62,618,9,0.214249709,0.08956,SVR
RH,1210,62,RH-1210-62,618,10,0.241501249,0.122507013,SVR
RH,1210,62,RH-1210-62,618,11,0.263143429,0.159110284,SVR
RH,1210,62,RH-1210-62,618,12,0.309485951,0.19831701,SVR
RH,1210,62,RH-1210-62,618,13,0.351159544,0.238984571,SVR
RH,1210,62,RH-1210-62,618,14,0.395525844,0.27993688,SVR
RH,1210,62,RH-1210-62,618,15,0.442482998,0.320020477,SVR
RH,1210,63,RH-1210-63,618,9,0.227645531,0.073182968,SVR
RH,1210,63,RH-1210-63,618,10,0.263143429,0.10675974,SVR
RH,1210,63,RH-1210-63,618,11,0.30148184,0.14395982,SVR
RH,1210,63,RH-1210-63,618,12,0.351159544,0.18373124,SVR
RH,1210,63,RH-1210-63,618,13,0.386441796,0.224920473,SVR
RH,1210,63,RH-1210-63,618,14,0.442482998,0.26632807,SVR
RH,1210,63,RH-1210-63,618,15,0.49190749,0.30676642,SVR
RH,1211,1,RH-1211-1,618,9,0.220890031,0.206606218,SVR
RH,1211,1,RH-1211-1,618,10,0.248601048,0.233970408,SVR
RH,1211,1,RH-1211-1,618,11,0.270585249,0.261823747,SVR
RH,1211,1,RH-1211-1,618,12,0.285808538,0.289331203,SVR
RH,1211,1,RH-1211-1,618,13,0.334162022,0.315718034,SVR
RH,1211,1,RH-1211-1,618,14,0.334162022,0.340306972,SVR
RH,1211,1,RH-1211-1,618,15,0.334162022,0.362545791,SVR
RH,1211,2,RH-1211-2,618,9,0.085411106,0.059163657,SVR
RH,1211,2,RH-1211-2,618,10,0.09314351,0.073094838,SVR
RH,1211,2,RH-1211-2,618,11,0.097172097,0.089181821,SVR
RH,1211,2,RH-1211-2,618,12,0.097172097,0.106963927,SVR
RH,1211,2,RH-1211-2,618,13,0.105557444,0.125970936,SVR
RH,1211,3,RH-1211-3,618,9,0.317601123,0.273611449,SVR
RH,1211,3,RH-1211-3,618,10,0.334162022,0.316740034,SVR
RH,1211,3,RH-1211-3,618,11,0.351159544,0.361021063,SVR
RH,1211,3,RH-1211-3,618,12,0.395525844,0.405140603,SVR
RH,1211,3,RH-1211-3,618,13,0.43288997,0.447810483,SVR
RH,1211,3,RH-1211-3,618,14,0.442482998,0.487832212,SVR
RH,1211,3,RH-1211-3,618,15,0.43288997,0.524152138,SVR
RH,1211,4,RH-1211-4,618,9,0.309485951,0.322557202,SVR
RH,1211,4,RH-1211-4,618,10,0.351159544,0.370787063,SVR
RH,1211,4,RH-1211-4,618,11,0.377462249,0.420160574,SVR
RH,1211,4,RH-1211-4,618,12,0.423396672,0.469301512,SVR
RH,1211,4,RH-1211-4,618,13,0.481831919,0.516841697,SVR
RH,1211,4,RH-1211-4,618,14,0.533126789,0.561484817,SVR
RH,1211,4,RH-1211-4,618,15,0.564966325,0.602063915,SVR
RH,1211,5,RH-1211-5,618,9,0.404713682,0.224974039,SVR
RH,1211,5,RH-1211-5,618,10,0.461964341,0.279210438,SVR
RH,1211,5,RH-1211-5,618,11,0.608578934,0.336074691,SVR
RH,1211,5,RH-1211-5,618,12,0.687803575,0.394061709,SVR
RH,1211,5,RH-1211-5,618,13,0.722765998,0.451631367,SVR
RH,1211,5,RH-1211-5,618,14,0.794231054,0.507276447,SVR
RH,1211,5,RH-1211-5,618,15,0.855084993,0.55958585,SVR
RH,1211,6,RH-1211-6,618,9,0.248601048,0.173425793,SVR
RH,1211,6,RH-1211-6,618,10,0.263143429,0.196129057,SVR
RH,1211,6,RH-1211-6,618,11,0.285808538,0.220231565,SVR
RH,1211,6,RH-1211-6,618,12,0.309485951,0.245138394,SVR
RH,1211,6,RH-1211-6,618,13,0.334162022,0.270267571,SVR
RH,1211,6,RH-1211-6,618,14,0.351159544,0.295071865,SVR
RH,1211,6,RH-1211-6,618,15,0.351159544,0.319054966,SVR
RH,1211,7,RH-1211-7,618,9,0.227645531,0.300332474,SVR
RH,1211,7,RH-1211-7,618,10,0.263143429,0.355841386,SVR
RH,1211,7,RH-1211-7,618,11,0.30148184,0.413078461,SVR
RH,1211,7,RH-1211-7,618,12,0.359820368,0.470463136,SVR
RH,1211,7,RH-1211-7,618,13,0.404713682,0.526409979,SVR
RH,1211,7,RH-1211-7,618,14,0.442482998,0.579402062,SVR
RH,1211,7,RH-1211-7,618,15,0.49190749,0.628057731,SVR
RH,1211,8,RH-1211-8,618,9,0.368588141,0.262321663,SVR
RH,1211,8,RH-1211-8,618,10,0.395525844,0.309350499,SVR
RH,1211,8,RH-1211-8,618,11,0.43288997,0.357968498,SVR
RH,1211,8,RH-1211-8,618,12,0.49190749,0.40673587,SVR
RH,1211,8,RH-1211-8,618,13,0.543654133,0.454218452,SVR
RH,1211,8,RH-1211-8,618,14,0.597556076,0.499059145,SVR
RH,1211,8,RH-1211-8,618,15,0.630854284,0.540041732,SVR
RH,1211,9,RH-1211-9,618,9,0.227645531,0.221433255,SVR
RH,1211,9,RH-1211-9,618,10,0.263143429,0.248302887,SVR
RH,1211,9,RH-1211-9,618,11,0.293589176,0.276399913,SVR
RH,1211,9,RH-1211-9,618,12,0.32582663,0.304985498,SVR
RH,1211,9,RH-1211-9,618,13,0.359820368,0.333323182,SVR
RH,1211,9,RH-1211-9,618,14,0.414004217,0.360710091,SVR
RH,1211,9,RH-1211-9,618,15,0.442482998,0.386503959,SVR
RH,1211,10,RH-1211-10,618,9,0.214249709,0.200626278,SVR
RH,1211,10,RH-1211-10,618,10,0.234515957,0.247009261,SVR
RH,1211,10,RH-1211-10,618,11,0.270585249,0.296305198,SVR
RH,1211,10,RH-1211-10,618,12,0.317601123,0.347052767,SVR
RH,1211,10,RH-1211-10,618,13,0.359820368,0.397742149,SVR
RH,1211,10,RH-1211-10,618,14,0.404713682,0.446891495,SVR
RH,1211,10,RH-1211-10,618,15,0.423396672,0.493118476,SVR
RH,1211,11,RH-1211-11,618,9,0.32582663,0.266848058,SVR
RH,1211,11,RH-1211-11,618,10,0.386441796,0.334097667,SVR
RH,1211,11,RH-1211-11,618,11,0.423396672,0.40646652,SVR
RH,1211,11,RH-1211-11,618,12,0.502076112,0.481991461,SVR
RH,1211,11,RH-1211-11,618,13,0.554267859,0.55852333,SVR
RH,1211,11,RH-1211-11,618,14,0.586612062,0.633829534,SVR
RH,1211,11,RH-1211-11,618,15,0.642103554,0.705701581,SVR
RH,1211,12,RH-1211-12,618,9,0.251214652,0.29724281,SVR
RH,1211,12,RH-1211-12,618,10,0.315522088,0.36506552,SVR
RH,1211,12,RH-1211-12,618,11,0.367830057,0.436600596,SVR
RH,1211,12,RH-1211-12,618,12,0.449003201,0.509900713,SVR
RH,1211,12,RH-1211-12,618,13,0.539605027,0.582911517,SVR
RH,1211,12,RH-1211-12,618,14,0.60494954,0.653568073,SVR
RH,1211,12,RH-1211-12,618,15,0.662375822,0.719890747,SVR
RH,1211,15,RH-1211-15,618,9,0.212136172,0.230735161,SVR
RH,1211,15,RH-1211-15,618,10,0.264592034,0.286220753,SVR
RH,1211,15,RH-1211-15,618,11,0.320942664,0.345643182,SVR
RH,1211,15,RH-1211-15,618,12,0.38738081,0.407355004,SVR
RH,1211,15,RH-1211-15,618,13,0.454606832,0.469593282,SVR
RH,1211,15,RH-1211-15,618,14,0.540982302,0.530564449,SVR
RH,1211,15,RH-1211-15,618,15,0.622730918,0.588529518,SVR
RH,1211,16,RH-1211-16,618,9,0.272539318,0.379698027,SVR
RH,1211,16,RH-1211-16,618,10,0.332959806,0.464226672,SVR
RH,1211,16,RH-1211-16,618,11,0.413772347,0.553160384,SVR
RH,1211,16,RH-1211-16,618,12,0.512005572,0.6440585,SVR
RH,1211,16,RH-1211-16,618,13,0.620706562,0.734315392,SVR
RH,1211,16,RH-1211-16,618,14,0.721475455,0.821285185,SVR
RH,1211,16,RH-1211-16,618,15,0.82668343,0.902409953,SVR
RH,1211,17,RH-1211-17,618,9,0.241501249,0.215036647,SVR
RH,1211,17,RH-1211-17,618,10,0.255815228,0.255969538,SVR
RH,1211,17,RH-1211-17,618,11,0.270585249,0.300338324,SVR
RH,1211,17,RH-1211-17,618,12,0.309485951,0.346822629,SVR
RH,1211,17,RH-1211-17,618,13,0.32582663,0.394006377,SVR
RH,1211,17,RH-1211-17,618,14,0.334162022,0.440451223,SVR
RH,1211,17,RH-1211-17,618,15,0.34260658,0.484769195,SVR
RH,1211,18,RH-1211-18,618,9,0.293589176,0.308963767,SVR
RH,1211,18,RH-1211-18,618,10,0.34260658,0.359049181,SVR
RH,1211,18,RH-1211-18,618,11,0.377462249,0.410889863,SVR
RH,1211,18,RH-1211-18,618,12,0.452174881,0.463057484,SVR
RH,1211,18,RH-1211-18,618,13,0.502076112,0.514112978,SVR
RH,1211,18,RH-1211-18,618,14,0.543654133,0.562673489,SVR
RH,1211,18,RH-1211-18,618,15,0.586612062,0.607473163,SVR
RH,1211,19,RH-1211-19,618,9,0.30148184,0.157419393,SVR
RH,1211,19,RH-1211-19,618,10,0.334162022,0.185081669,SVR
RH,1211,19,RH-1211-19,618,11,0.359820368,0.213987725,SVR
RH,1211,19,RH-1211-19,618,12,0.414004217,0.243325396,SVR
RH,1211,19,RH-1211-19,618,13,0.461964341,0.272310878,SVR
RH,1211,19,RH-1211-19,618,14,0.512336328,0.300223824,SVR
RH,1211,19,RH-1211-19,618,15,0.554267859,0.326435163,SVR
RH,1211,20,RH-1211-20,618,9,0.227645531,0.227719935,SVR
RH,1211,20,RH-1211-20,618,10,0.248601048,0.261118379,SVR
RH,1211,20,RH-1211-20,618,11,0.248601048,0.298039433,SVR
RH,1211,20,RH-1211-20,618,12,0.263143429,0.337445785,SVR
RH,1211,20,RH-1211-20,618,13,0.285808538,0.378177952,SVR
RH,1211,20,RH-1211-20,618,14,0.30148184,0.419012245,SVR
RH,1211,20,RH-1211-20,618,15,0.309485951,0.458721588,SVR
RH,1211,21,RH-1211-21,618,9,0.191137205,0.25586804,SVR
RH,1211,21,RH-1211-21,618,10,0.229887278,0.306083196,SVR
RH,1211,21,RH-1211-21,618,11,0.284834733,0.359475802,SVR
RH,1211,21,RH-1211-21,618,12,0.345724161,0.414523421,SVR
RH,1211,21,RH-1211-21,618,13,0.426077491,0.469617974,SVR
RH,1211,21,RH-1211-21,618,14,0.494369217,0.523145094,SVR
RH,1211,21,RH-1211-21,618,15,0.543454777,0.57356224,SVR
RH,1211,22,RH-1211-22,618,9,0.057899789,0.168484689,SVR
RH,1211,22,RH-1211-22,618,10,0.076594197,0.182050136,SVR
RH,1211,22,RH-1211-22,618,11,0.089471197,0.196606105,SVR
RH,1211,22,RH-1211-22,618,12,0.105694419,0.211715478,SVR
RH,1211,22,RH-1211-22,618,13,0.124085832,0.226949208,SVR
RH,1211,22,RH-1211-22,618,14,0.127674397,0.241906838,SVR
RH,1211,22,RH-1211-22,618,15,0.140372399,0.256233374,SVR
RH,1211,25,RH-1211-25,618,9,0.300808561,0.266984762,SVR
RH,1211,25,RH-1211-25,618,10,0.384074464,0.343666012,SVR
RH,1211,25,RH-1211-25,618,11,0.486614328,0.424882707,SVR
RH,1211,25,RH-1211-25,618,12,0.575149583,0.508470147,SVR
RH,1211,25,RH-1211-25,618,13,0.648625727,0.592111078,SVR
RH,1211,25,RH-1211-25,618,14,0.756060546,0.673442072,SVR
RH,1211,25,RH-1211-25,618,15,0.854968317,0.750163228,SVR
RH,1211,26,RH-1211-26,618,9,0.285808538,0.185759767,SVR
RH,1211,26,RH-1211-26,618,10,0.309485951,0.227226144,SVR
RH,1211,26,RH-1211-26,618,11,0.334162022,0.271875941,SVR
RH,1211,26,RH-1211-26,618,12,0.395525844,0.318411009,SVR
RH,1211,26,RH-1211-26,618,13,0.404713682,0.365457143,SVR
RH,1211,26,RH-1211-26,618,14,0.442482998,0.41163288,SVR
RH,1211,26,RH-1211-26,618,15,0.471850438,0.455616568,SVR
RH,1211,27,RH-1211-27,618,9,0.182778308,0.162750041,SVR
RH,1211,27,RH-1211-27,618,10,0.207724655,0.190098693,SVR
RH,1211,27,RH-1211-27,618,11,0.220890031,0.219825254,SVR
RH,1211,27,RH-1211-27,618,12,0.255815228,0.250982316,SVR
RH,1211,27,RH-1211-27,618,13,0.270585249,0.282591763,SVR
RH,1211,27,RH-1211-27,618,14,0.285808538,0.313697465,SVR
RH,1211,27,RH-1211-27,618,15,0.293589176,0.343413112,SVR
RH,1211,28,RH-1211-28,618,9,0.248601048,0.216339179,SVR
RH,1211,28,RH-1211-28,618,10,0.255815228,0.241203738,SVR
RH,1211,28,RH-1211-28,618,11,0.293589176,0.268100364,SVR
RH,1211,28,RH-1211-28,618,12,0.334162022,0.296248226,SVR
RH,1211,28,RH-1211-28,618,13,0.368588141,0.324831838,SVR
RH,1211,28,RH-1211-28,618,14,0.386441796,0.353041662,SVR
RH,1211,28,RH-1211-28,618,15,0.423396672,0.380111677,SVR
RH,1211,29,RH-1211-29,618,9,0.368588141,0.2725349,SVR
RH,1211,29,RH-1211-29,618,10,0.404713682,0.337954209,SVR
RH,1211,29,RH-1211-29,618,11,0.442482998,0.407721703,SVR
RH,1211,29,RH-1211-29,618,12,0.52268703,0.479857635,SVR
RH,1211,29,RH-1211-29,618,13,0.575748263,0.552244167,SVR
RH,1211,29,RH-1211-29,618,14,0.642103554,0.622730307,SVR
RH,1211,29,RH-1211-29,618,15,0.676276613,0.689237694,SVR
RH,1211,30,RH-1211-30,618,9,0.156283187,0.261996608,SVR
RH,1211,30,RH-1211-30,618,10,0.188662775,0.310883785,SVR
RH,1211,30,RH-1211-30,618,11,0.240909561,0.362586318,SVR
RH,1211,30,RH-1211-30,618,12,0.291396775,0.415730601,SVR
RH,1211,30,RH-1211-30,618,13,0.329791425,0.468864121,SVR
RH,1211,30,RH-1211-30,618,14,0.370615152,0.520521374,SVR
RH,1211,30,RH-1211-30,618,15,0.418016171,0.569289831,SVR
RH,1211,31,RH-1211-31,618,9,0.184159027,0.245939427,SVR
RH,1211,31,RH-1211-31,618,10,0.206622882,0.303474391,SVR
RH,1211,31,RH-1211-31,618,11,0.239854845,0.365312855,SVR
RH,1211,31,RH-1211-31,618,12,0.296268054,0.429716944,SVR
RH,1211,31,RH-1211-31,618,13,0.345063623,0.494803922,SVR
RH,1211,31,RH-1211-31,618,14,0.397649332,0.558638841,SVR
RH,1211,31,RH-1211-31,618,15,0.440877743,0.619329737,SVR
RH,1211,32,RH-1211-32,618,9,0.256699724,0.291100656,SVR
RH,1211,32,RH-1211-32,618,10,0.331316904,0.358771436,SVR
RH,1211,32,RH-1211-32,618,11,0.41557656,0.430540399,SVR
RH,1211,32,RH-1211-32,618,12,0.517635877,0.504430972,SVR
RH,1211,32,RH-1211-32,618,13,0.609597259,0.578322579,SVR
RH,1211,32,RH-1211-32,618,14,0.72603878,0.650052227,SVR
RH,1211,32,RH-1211-32,618,15,0.834729811,0.717519131,SVR
RH,1211,33,RH-1211-33,618,9,0.159647688,0.255630209,SVR
RH,1211,33,RH-1211-33,618,10,0.207087355,0.304788385,SVR
RH,1211,33,RH-1211-33,618,11,0.259027833,0.356916859,SVR
RH,1211,33,RH-1211-33,618,12,0.331853158,0.410476408,SVR
RH,1211,33,RH-1211-33,618,13,0.408583246,0.46384882,SVR
RH,1211,33,RH-1211-33,618,14,0.45349322,0.515419396,SVR
RH,1211,33,RH-1211-33,618,15,0.534591142,0.563657867,SVR
RH,1211,34,RH-1211-34,618,9,0.292206099,0.238610426,SVR
RH,1211,34,RH-1211-34,618,10,0.35916394,0.300972198,SVR
RH,1211,34,RH-1211-34,618,11,0.421298501,0.369080738,SVR
RH,1211,34,RH-1211-34,618,12,0.494176213,0.441079642,SVR
RH,1211,34,RH-1211-34,618,13,0.580112629,0.514876514,SVR
RH,1211,34,RH-1211-34,618,14,0.679334316,0.588244612,SVR
RH,1211,34,RH-1211-34,618,15,0.785863619,0.658934191,SVR
RH,1211,35,RH-1211-35,618,9,0.293589176,0.264134512,SVR
RH,1211,35,RH-1211-35,618,10,0.334162022,0.324469571,SVR
RH,1211,35,RH-1211-35,618,11,0.386441796,0.388945151,SVR
RH,1211,35,RH-1211-35,618,12,0.471850438,0.455737658,SVR
RH,1211,35,RH-1211-35,618,13,0.533126789,0.522893548,SVR
RH,1211,35,RH-1211-35,618,14,0.586612062,0.588425816,SVR
RH,1211,35,RH-1211-35,618,15,0.630854284,0.650411228,SVR
RH,1211,36,RH-1211-36,618,9,0.368588141,0.177417251,SVR
RH,1211,36,RH-1211-36,618,10,0.404713682,0.213896569,SVR
RH,1211,36,RH-1211-36,618,11,0.461964341,0.251877822,SVR
RH,1211,36,RH-1211-36,618,12,0.461964341,0.29030835,SVR
RH,1211,36,RH-1211-36,618,13,0.502076112,0.328147249,SVR
RH,1211,36,RH-1211-36,618,14,0.543654133,0.364412202,SVR
RH,1211,36,RH-1211-36,618,15,0.586612062,0.39822016,SVR
RH,1211,37,RH-1211-37,618,9,0.255815228,0.16157082,SVR
RH,1211,37,RH-1211-37,618,10,0.285808538,0.178559245,SVR
RH,1211,37,RH-1211-37,618,11,0.30148184,0.196056905,SVR
RH,1211,37,RH-1211-37,618,12,0.334162022,0.213498865,SVR
RH,1211,37,RH-1211-37,618,13,0.34260658,0.23038631,SVR
RH,1211,37,RH-1211-37,618,14,0.359820368,0.246311512,SVR
RH,1211,37,RH-1211-37,618,15,0.359820368,0.260972722,SVR
RH,1211,38,RH-1211-38,618,9,0.359820368,0.270940407,SVR
RH,1211,38,RH-1211-38,618,10,0.43288997,0.34180577,SVR
RH,1211,38,RH-1211-38,618,11,0.471850438,0.417689514,SVR
RH,1211,38,RH-1211-38,618,12,0.575748263,0.496442717,SVR
RH,1211,38,RH-1211-38,618,13,0.664816487,0.57573907,SVR
RH,1211,38,RH-1211-38,618,14,0.746372951,0.653190422,SVR
RH,1211,38,RH-1211-38,618,15,0.806317559,0.726465937,SVR
RH,1211,39,RH-1211-39,618,9,0.18565435,0.215123769,SVR
RH,1211,39,RH-1211-39,618,10,0.223323505,0.25417831,SVR
RH,1211,39,RH-1211-39,618,11,0.283668957,0.295725007,SVR
RH,1211,39,RH-1211-39,618,12,0.360704789,0.338561089,SVR
RH,1211,39,RH-1211-39,618,13,0.415872522,0.381442663,SVR
RH,1211,39,RH-1211-39,618,14,0.502830878,0.423146154,SVR
RH,1211,39,RH-1211-39,618,15,0.571776793,0.462525663,SVR
RH,1211,40,RH-1211-40,618,9,0.158032663,0.115645574,SVR
RH,1211,40,RH-1211-40,618,10,0.182710168,0.153728626,SVR
RH,1211,40,RH-1211-40,618,11,0.22620767,0.195179356,SVR
RH,1211,40,RH-1211-40,618,12,0.259297842,0.238768758,SVR
RH,1211,40,RH-1211-40,618,13,0.319482669,0.283197934,SVR
RH,1211,40,RH-1211-40,618,14,0.339138903,0.327163689,SVR
RH,1211,40,RH-1211-40,618,15,0.394447837,0.369421686,SVR
RH,1211,41,RH-1211-41,618,9,0.138137899,0.13162059,SVR
RH,1211,41,RH-1211-41,618,9,0.138137899,0.254881693,SVR
