treeID,study,volume_m_21,prediction_m,plot.x,reps,tph,model
43,"Reynolds, VA",0.502416346,0.463329934,3611,3,618,SVR
80,"Reynolds, VA",0.502636315,0.41821897,3110,3,618,SVR
9,"Reynolds, VA",0.502677108,0.269463338,1321,1,1236,SVR
28,"Reynolds, VA",0.502997949,0.267789756,2131,2,1853,SVR
48,"Reynolds, VA",0.503158059,0.227283037,4410,4,618,SVR
2,"Reynolds, VA",0.50341458,0.52933773,2210,2,618,SVR
55,"Reynolds, VA",0.503555249,0.282496435,1231,1,1853,SVR
77,"Reynolds, VA",0.503596379,0.418022645,3210,3,618,SVR
72,"Reynolds, VA",0.503746176,0.436735504,2111,2,618,SVR
21,"Reynolds, VA",0.50398449,0.370559128,4421,4,1236,SVR
19,"Reynolds, VA",0.50465717,0.443298127,3610,3,618,SVR
12,"Reynolds, VA",0.504817568,0.492616729,3211,3,618,SVR
52,"Reynolds, VA",0.505119212,0.517067537,3210,3,618,SVR
31,"Reynolds, VA",0.505343648,0.356651157,2610,2,618,SVR
38,"Reynolds, VA",0.505815069,0.444771464,3310,3,618,SVR
74,"Reynolds, VA",0.505832488,0.409022385,3620,3,1236,SVR
21,"Reynolds, VA",0.506804804,0.400595492,2321,2,1236,SVR
61,"Reynolds, VA",0.507243796,0.371864721,4110,4,618,SVR
17,"Reynolds, VA",0.507399932,0.384037273,4321,4,1236,SVR
13,"Reynolds, VA",0.507605738,0.440321471,4210,4,618,SVR
26,"Reynolds, VA",0.508269497,0.36384423,3521,3,1236,SVR
50,"Reynolds, VA",0.508710717,0.420003281,3611,3,618,SVR
51,"Reynolds, VA",0.509097757,0.382458298,4510,4,618,SVR
61,"Reynolds, VA",0.509232952,0.478697612,4211,4,618,SVR
72,"Reynolds, VA",0.510836963,0.243982054,2531,2,1853,SVR
54,"Reynolds, VA",0.511634942,0.327591445,1221,1,1236,SVR
27,"Reynolds, VA",0.511987098,0.414265306,4421,4,1236,SVR
60,"Reynolds, VA",0.512175654,0.500675008,1110,1,618,SVR
72,"Reynolds, VA",0.51284205,0.386823066,4211,4,618,SVR
66,"Reynolds, VA",0.5139664,0.46484618,3210,3,618,SVR
54,"Reynolds, VA",0.515877448,0.445588312,4411,4,618,SVR
54,"Reynolds, VA",0.516043015,0.514686456,3620,3,1236,SVR
77,"Reynolds, VA",0.516335949,0.367265868,4220,4,1236,SVR
27,"Reynolds, VA",0.517071317,0.530387298,3510,3,618,SVR
29,"Reynolds, VA",0.517404956,0.480915798,1310,1,618,SVR
4,"Reynolds, VA",0.517709236,0.384383637,3110,3,618,SVR
45,"Reynolds, VA",0.518161701,0.423258564,1211,1,618,SVR
20,"Reynolds, VA",0.518288643,0.43368317,1121,1,1236,SVR
61,"Reynolds, VA",0.520241945,0.484221396,2210,2,618,SVR
63,"Reynolds, VA",0.520345133,0.466205236,4411,4,618,SVR
49,"Reynolds, VA",0.520391218,0.409066494,4511,4,618,SVR
19,"Reynolds, VA",0.520583934,0.309061497,1521,1,1236,SVR
3,"Reynolds, VA",0.520821725,0.451298444,4411,4,618,SVR
21,"Reynolds, VA",0.520978785,0.382676697,4311,4,618,SVR
42,"Reynolds, VA",0.521256658,0.465704463,4521,4,1236,SVR
30,"Reynolds, VA",0.521752695,0.461997262,3410,3,618,SVR
33,"Reynolds, VA",0.523160742,0.579322296,1611,1,618,SVR
48,"Reynolds, VA",0.523289829,0.415426339,4611,4,618,SVR
32,"Reynolds, VA",0.524142292,0.481613837,1610,1,618,SVR
57,"Reynolds, VA",0.525016534,0.474513809,3611,3,618,SVR
33,"Reynolds, VA",0.525322655,0.590982017,2511,2,618,SVR
74,"Reynolds, VA",0.525350881,0.458091929,2411,2,618,SVR
31,"Reynolds, VA",0.527607701,0.495176754,3611,3,618,SVR
39,"Reynolds, VA",0.529682166,0.472619523,2111,2,618,SVR
18,"Reynolds, VA",0.531864934,0.229909855,1131,1,1853,SVR
24,"Reynolds, VA",0.532515669,0.369821342,2421,2,1236,SVR
57,"Reynolds, VA",0.532941361,0.32779347,3311,3,618,SVR
59,"Reynolds, VA",0.533968056,0.254587345,3120,3,1236,SVR
80,"Reynolds, VA",0.534102199,0.396718248,4131,4,1853,SVR
52,"Reynolds, VA",0.534535037,0.409015352,4421,4,1236,SVR
71,"Reynolds, VA",0.53471334,0.519137799,2111,2,618,SVR
20,"Reynolds, VA",0.535517835,0.514100853,4211,4,618,SVR
12,"Reynolds, VA",0.535879241,0.493856623,3111,3,618,SVR
48,"Reynolds, VA",0.536393918,0.497640031,1110,1,618,SVR
40,"Reynolds, VA",0.536445657,0.43083344,3311,3,618,SVR
46,"Reynolds, VA",0.536741503,0.394555907,2421,2,1236,SVR
14,"Reynolds, VA",0.536763049,0.301872535,4121,4,1236,SVR
64,"Reynolds, VA",0.537543244,0.341135074,2111,2,618,SVR
17,"Reynolds, VA",0.538104244,0.405039746,4221,4,1236,SVR
72,"Reynolds, VA",0.538597536,0.267030564,3610,3,618,SVR
64,"Reynolds, VA",0.538977062,0.417186913,2211,2,618,SVR
2,"Reynolds, VA",0.539216984,0.474014988,4410,4,618,SVR
30,"Reynolds, VA",0.539723508,0.515930938,4511,4,618,SVR
47,"Reynolds, VA",0.540239131,0.489345272,1210,1,618,SVR
14,"Reynolds, VA",0.540506115,0.402577116,1110,1,618,SVR
59,"Reynolds, VA",0.540655687,0.483645793,1411,1,618,SVR
15,"Reynolds, VA",0.541179281,0.280179171,3511,3,618,SVR
10,"Reynolds, VA",0.541695928,0.437951944,4531,4,1853,SVR
39,"Reynolds, VA",0.541712024,0.449844056,1511,1,618,SVR
68,"Reynolds, VA",0.542333496,0.474182517,3611,3,618,SVR
76,"Reynolds, VA",0.544353168,0.476221889,4411,4,618,SVR
67,"Reynolds, VA",0.546073565,0.474404265,2510,2,618,SVR
33,"Reynolds, VA",0.546133649,0.503741934,2210,2,618,SVR
14,"Reynolds, VA",0.546178635,0.403646231,2121,2,1236,SVR
31,"Reynolds, VA",0.548508967,0.52135845,2510,2,618,SVR
58,"Reynolds, VA",0.549851201,0.55482555,2311,2,618,SVR
77,"Reynolds, VA",0.549999379,0.468280052,2621,2,1236,SVR
42,"Reynolds, VA",0.550056264,0.535424899,3511,3,618,SVR
76,"Reynolds, VA",0.550131463,0.327526443,4421,4,1236,SVR
14,"Reynolds, VA",0.55073326,0.509053033,1511,1,618,SVR
63,"Reynolds, VA",0.551022578,0.445830987,3111,3,618,SVR
21,"Reynolds, VA",0.55137922,0.333750307,3121,3,1236,SVR
12,"Reynolds, VA",0.551502423,0.39590859,3121,3,1236,SVR
9,"Reynolds, VA",0.551651639,0.516607038,1610,1,618,SVR
25,"Reynolds, VA",0.552991513,0.563792882,2211,2,618,SVR
15,"Reynolds, VA",0.553701595,0.518353949,1410,1,618,SVR
72,"Reynolds, VA",0.554563036,0.465612611,4311,4,618,SVR
71,"Reynolds, VA",0.555651276,0.373476493,4121,4,1236,SVR
51,"Reynolds, VA",0.55574915,0.537591834,2411,2,618,SVR
51,"Reynolds, VA",0.556658574,0.380695389,2111,2,618,SVR
1,"Reynolds, VA",0.557152712,0.248502099,1521,1,1236,SVR
61,"Reynolds, VA",0.557339444,0.425454479,1611,1,618,SVR
2,"Reynolds, VA",0.558309208,0.380446723,1611,1,618,SVR
30,"Reynolds, VA",0.561905075,0.451623952,3511,3,618,SVR
29,"Reynolds, VA",0.562877557,0.479174937,3510,3,618,SVR
28,"Reynolds, VA",0.562991016,0.386727847,1311,1,618,SVR
77,"Reynolds, VA",0.563490209,0.497113085,2211,2,618,SVR
17,"Reynolds, VA",0.564706064,0.439285098,1411,1,618,SVR
68,"Reynolds, VA",0.566410332,0.485418781,2211,2,618,SVR
15,"Reynolds, VA",0.569544508,0.475036582,4311,4,618,SVR
51,"Reynolds, VA",0.570657824,0.520804664,2211,2,618,SVR
35,"Reynolds, VA",0.57246628,0.325289327,4521,4,1236,SVR
79,"Reynolds, VA",0.572670794,0.515020467,4411,4,618,SVR
64,"Reynolds, VA",0.572720932,0.425941239,4631,4,1853,SVR
57,"Reynolds, VA",0.572722934,0.377107641,2311,2,618,SVR
53,"Reynolds, VA",0.572970652,0.397011389,1121,1,1236,SVR
11,"Reynolds, VA",0.573241989,0.488858906,4611,4,618,SVR
52,"Reynolds, VA",0.574077884,0.520725966,2211,2,618,SVR
12,"Reynolds, VA",0.576425218,0.416724519,2110,2,618,SVR
39,"Reynolds, VA",0.578299549,0.383459475,4411,4,618,SVR
35,"Reynolds, VA",0.579883026,0.467846084,3411,3,618,SVR
23,"Reynolds, VA",0.580288023,0.412337013,1411,1,618,SVR
28,"Reynolds, VA",0.58080614,0.319364953,3611,3,618,SVR
7,"Reynolds, VA",0.581106899,0.381412175,3510,3,618,SVR
57,"Reynolds, VA",0.581283613,0.521722861,2411,2,618,SVR
16,"Reynolds, VA",0.581471593,0.557053981,3511,3,618,SVR
11,"Reynolds, VA",0.583456185,0.513221632,1511,1,618,SVR
57,"Reynolds, VA",0.584379229,0.380498021,1611,1,618,SVR
19,"Reynolds, VA",0.58520928,0.278457621,4610,4,618,SVR
25,"Reynolds, VA",0.585881915,0.419764165,4511,4,618,SVR
17,"Reynolds, VA",0.587807686,0.529163303,3611,3,618,SVR
20,"Reynolds, VA",0.588233122,0.458919317,3611,3,618,SVR
79,"Reynolds, VA",0.589854251,0.535340716,3511,3,618,SVR
54,"Reynolds, VA",0.591044512,0.460672735,1131,1,1853,SVR
1,"Reynolds, VA",0.592748842,0.448603151,4621,4,1236,SVR
34,"Reynolds, VA",0.593784325,0.518188797,1411,1,618,SVR
42,"Reynolds, VA",0.595425525,0.464737891,1111,1,618,SVR
26,"Reynolds, VA",0.596592965,0.47462769,4411,4,618,SVR
11,"Reynolds, VA",0.597739896,0.564375548,1211,1,618,SVR
54,"Reynolds, VA",0.597885045,0.377940022,3121,3,1236,SVR
16,"Reynolds, VA",0.598528342,0.487418069,2311,2,618,SVR
23,"Reynolds, VA",0.598922382,0.388098334,3511,3,618,SVR
70,"Reynolds, VA",0.601194875,0.401488779,3510,3,618,SVR
60,"Reynolds, VA",0.601341077,0.51697611,1411,1,618,SVR
33,"Reynolds, VA",0.602365972,0.414659601,1121,1,1236,SVR
35,"Reynolds, VA",0.604469972,0.550717987,1311,1,618,SVR
77,"Reynolds, VA",0.604573408,0.484720478,4110,4,618,SVR
21,"Reynolds, VA",0.605558003,0.519296011,1611,1,618,SVR
23,"Reynolds, VA",0.606468733,0.507696923,1511,1,618,SVR
1,"Reynolds, VA",0.606790547,0.343371945,4521,4,1236,SVR
47,"Reynolds, VA",0.607704701,0.411494176,2131,2,1853,SVR
44,"Reynolds, VA",0.608481853,0.543910807,2211,2,618,SVR
27,"Reynolds, VA",0.609541783,0.222926538,2531,2,1853,SVR
77,"Reynolds, VA",0.60996426,0.479448953,4411,4,618,SVR
11,"Reynolds, VA",0.61010706,0.572103057,1411,1,618,SVR
48,"Reynolds, VA",0.611579268,0.520991537,1611,1,618,SVR
15,"Reynolds, VA",0.61343714,0.514149584,2211,2,618,SVR
54,"Reynolds, VA",0.614211168,0.32778428,2131,2,1853,SVR
4,"Reynolds, VA",0.61593245,0.53639008,1311,1,618,SVR
4,"Reynolds, VA",0.618388647,0.485186888,3111,3,618,SVR
9,"Reynolds, VA",0.619037075,0.473719148,2411,2,618,SVR
47,"Reynolds, VA",0.619703329,0.533531452,3511,3,618,SVR
28,"Reynolds, VA",0.620662844,0.430311634,2111,2,618,SVR
43,"Reynolds, VA",0.620691272,0.556190692,3510,3,618,SVR
30,"Reynolds, VA",0.624721226,0.594035359,1311,1,618,SVR
78,"Reynolds, VA",0.628330595,0.475942099,4411,4,618,SVR
20,"Reynolds, VA",0.633322522,0.357290673,2110,2,618,SVR
37,"Reynolds, VA",0.635258074,0.442196746,1311,1,618,SVR
41,"Reynolds, VA",0.635454796,0.387094768,4111,4,618,SVR
53,"Reynolds, VA",0.637069067,0.563606354,2310,2,618,SVR
75,"Reynolds, VA",0.637446937,0.567974196,3311,3,618,SVR
50,"Reynolds, VA",0.639932036,0.422699507,2121,2,1236,SVR
45,"Reynolds, VA",0.641887316,0.352898887,3111,3,618,SVR
44,"Reynolds, VA",0.645505756,0.522109989,3511,3,618,SVR
58,"Reynolds, VA",0.646814332,0.444918888,2111,2,618,SVR
60,"Reynolds, VA",0.647007041,0.4638758,2111,2,618,SVR
31,"Reynolds, VA",0.649584435,0.59420236,2411,2,618,SVR
18,"Reynolds, VA",0.654716022,0.411230576,1121,1,1236,SVR
5,"Reynolds, VA",0.656223534,0.459117357,2311,2,618,SVR
11,"Reynolds, VA",0.667595188,0.452809829,4411,4,618,SVR
38,"Reynolds, VA",0.668014038,0.529562846,1611,1,618,SVR
45,"Reynolds, VA",0.66834156,0.46755679,1311,1,618,SVR
8,"Reynolds, VA",0.669363491,0.526151697,2611,2,618,SVR
7,"Reynolds, VA",0.670054611,0.464730534,2611,2,618,SVR
27,"Reynolds, VA",0.670157235,0.415162463,1111,1,618,SVR
13,"Reynolds, VA",0.671206867,0.55625215,1411,1,618,SVR
42,"Reynolds, VA",0.67132657,0.534482451,1611,1,618,SVR
43,"Reynolds, VA",0.67158258,0.576533804,1511,1,618,SVR
59,"Reynolds, VA",0.671813238,0.424913299,1521,1,1236,SVR
3,"Reynolds, VA",0.673594145,0.487086116,4611,4,618,SVR
53,"Reynolds, VA",0.674285289,0.563930879,1311,1,618,SVR
79,"Reynolds, VA",0.696466709,0.510899691,4121,4,1236,SVR
2,"Reynolds, VA",0.701913141,0.395830253,3110,3,618,SVR
53,"Reynolds, VA",0.711743094,0.487054093,2110,2,618,SVR
15,"Reynolds, VA",0.714372278,0.538701087,1110,1,618,SVR
6,"Reynolds, VA",0.720388485,0.463040242,2211,2,618,SVR
62,"Reynolds, VA",0.748147643,0.487038778,3111,3,618,SVR
73,"Reynolds, VA",0.749943866,0.546958054,4131,4,1853,SVR
17,"Reynolds, VA",0.750180017,0.628083213,1511,1,618,SVR
33,"Reynolds, VA",0.750855496,0.588510121,4411,4,618,SVR
29,"Reynolds, VA",0.763852011,0.584710037,1111,1,618,SVR
9,"Reynolds, VA",0.765469425,0.334451089,4511,4,618,SVR
12,"Reynolds, VA",0.7672758,0.557043376,1411,1,618,SVR
55,"Reynolds, VA",0.769728253,0.302177821,1121,1,1236,SVR
44,"Reynolds, VA",0.771455285,0.56452352,4411,4,618,SVR
12,"Reynolds, VA",0.791427613,0.521447757,3110,3,618,SVR
55,"Reynolds, VA",0.852189014,0.482047754,4111,4,618,SVR
31,"Reynolds, VA",0.853863324,0.66395844,1111,1,618,SVR
68,"Reynolds, VA",0.871298755,0.597827463,2411,2,618,SVR
35,"Reynolds, VA",0.871361721,0.62777704,4111,4,618,SVR
7,"Reynolds, VA",0.885341807,0.54200703,4411,4,618,SVR
39,"Reynolds, VA",0.927311529,0.539700706,4111,4,618,SVR
17,"Reynolds, VA",0.94274116,0.462352801,2111,2,618,SVR
31,"Reynolds, VA",1.031681557,0.421840908,4111,4,618,SVR
1,"Bladen, NC",0.373904443,0.275286013,1130,1,1853,SVR
1,"Bladen, NC",0.156432165,0.208643839,1210,1,618,SVR
1,"Bladen, NC",0.172997197,0.156047016,1220,1,1236,SVR
1,"Bladen, NC",0.07992338,0.163719888,1321,1,1236,SVR
1,"Bladen, NC",0.116710168,0.209035553,1431,1,1853,SVR
1,"Bladen, NC",0.275605613,0.382461418,1510,1,618,SVR
1,"Bladen, NC",0.312067439,0.36363922,1631,1,1853,SVR
1,"Bladen, NC",0.135752556,0.091654617,2130,2,1853,SVR
1,"Bladen, NC",0.112207865,0.222081975,2221,2,1236,SVR
1,"Bladen, NC",0.103514444,0.200423504,2310,2,618,SVR
1,"Bladen, NC",0.254656451,0.37544322,2320,2,1236,SVR
1,"Bladen, NC",0.215044733,0.171804939,2531,2,1853,SVR
1,"Bladen, NC",0.365968722,0.443449841,2611,2,618,SVR
1,"Bladen, NC",0.598752917,0.304803515,3131,3,1853,SVR
1,"Bladen, NC",0.116710168,0.32705198,3210,3,618,SVR
1,"Bladen, NC",0.024031042,0.140712485,3310,3,618,SVR
1,"Bladen, NC",0.334792549,0.35151566,3330,3,1853,SVR
1,"Bladen, NC",0.268541878,0.283394003,3331,3,1853,SVR
1,"Bladen, NC",0.254656451,0.167862287,3410,3,618,SVR
1,"Bladen, NC",0.247837893,0.308483723,3420,3,1236,SVR
1,"Bladen, NC",0.365968722,0.163343375,3421,3,1236,SVR
1,"Bladen, NC",0.28996709,0.18715761,1421,1,1236,SVR
1,"Bladen, NC",0.135752556,0.198634964,3511,3,618,SVR
1,"Bladen, NC",0.095236262,0.160592982,3621,3,1236,SVR
2,"Bladen, NC",0.241104122,0.258785707,1120,1,1236,SVR
2,"Bladen, NC",0.178716342,0.246874333,1210,1,618,SVR
2,"Bladen, NC",0.130837512,0.170925856,1310,1,618,SVR
2,"Bladen, NC",0.679538649,0.385451546,1311,1,618,SVR
2,"Bladen, NC",0.28996709,0.433229253,1410,1,618,SVR
2,"Bladen, NC",0.156432165,0.208581071,1620,1,1236,SVR
2,"Bladen, NC",0.019790267,0.216362302,1630,1,1853,SVR
2,"Bladen, NC",0.282747941,0.344029235,1631,1,1853,SVR
2,"Bladen, NC",0.422524928,0.319946518,2620,2,1236,SVR
2,"Bladen, NC",0.234456628,0.204084776,2621,2,1236,SVR
2,"Bladen, NC",0.130837512,0.160934269,2630,2,1853,SVR
2,"Bladen, NC",0.145889428,0.108090594,3110,3,618,SVR
2,"Bladen, NC",0.063092801,0.069431646,3120,3,1236,SVR
2,"Bladen, NC",0.319575714,0.23482673,3421,3,1236,SVR
2,"Bladen, NC",0.116710168,0.132551709,3430,3,1853,SVR
2,"Bladen, NC",0.327151454,0.191093905,3431,3,1853,SVR
2,"Bladen, NC",0.167376266,0.142339266,3510,3,618,SVR
2,"Bladen, NC",0.161854363,0.187053745,1310,1,618,SVR
3,"Bladen, NC",0.006215254,0.240983977,1111,1,618,SVR
3,"Bladen, NC",0.167376266,0.262674973,1120,1,1236,SVR
3,"Bladen, NC",0.573689823,0.393999088,1311,1,618,SVR
3,"Bladen, NC",0.103514444,0.172496583,1331,1,1853,SVR
3,"Bladen, NC",0.184532912,0.094801353,1420,1,1236,SVR
3,"Bladen, NC",0.172997197,0.240195625,1510,1,618,SVR
3,"Bladen, NC",0.208755217,0.255959502,2121,2,1236,SVR
3,"Bladen, NC",0.221425645,0.154741872,2230,2,1853,SVR
3,"Bladen, NC",0.151110322,0.241550453,2310,2,618,SVR
3,"Bladen, NC",0.172997197,0.219271145,2320,2,1236,SVR
3,"Bladen, NC",0.151110322,0.14923026,2420,2,1236,SVR
3,"Bladen, NC",0.312067439,0.37329201,2510,2,618,SVR
3,"Bladen, NC",0.334792549,0.306700539,2511,2,618,SVR
3,"Bladen, NC",0.099323457,0.121046925,3510,3,618,SVR
4,"Bladen, NC",0.006215254,0.234596324,1311,1,618,SVR
4,"Bladen, NC",0.221425645,0.293603026,1330,1,1853,SVR
4,"Bladen, NC",0.178716342,0.047850263,1430,1,1853,SVR
4,"Bladen, NC",0.389929636,0.320143746,1531,1,1853,SVR
4,"Bladen, NC",0.365968722,0.325433058,1630,1,1853,SVR
4,"Bladen, NC",0.261558248,0.250777781,2120,2,1236,SVR
4,"Bladen, NC",0.342497051,0.424596268,2221,2,1236,SVR
4,"Bladen, NC",0.107809259,0.159440486,2310,2,618,SVR
4,"Bladen, NC",0.615303232,0.535953736,2311,2,618,SVR
4,"Bladen, NC",0.28996709,0.281735456,2431,2,1853,SVR
4,"Bladen, NC",0.145889428,0.199354811,2530,2,1853,SVR
4,"Bladen, NC",0.430771991,0.501583799,3111,3,618,SVR
4,"Bladen, NC",0.172997197,0.261855667,3121,3,1236,SVR
4,"Bladen, NC",0.381892273,0.470304495,3311,3,618,SVR
4,"Bladen, NC",0.472458649,0.309432187,3510,3,618,SVR
4,"Bladen, NC",0.241104122,0.435488467,3511,3,618,SVR
4,"Bladen, NC",0.099323457,0.086052635,3630,3,1853,SVR
5,"Bladen, NC",0.145889428,0.093644217,1120,1,1236,SVR
5,"Bladen, NC",0.241104122,0.252033726,1231,1,1853,SVR
5,"Bladen, NC",0.178716342,0.183958469,2230,2,1853,SVR
5,"Bladen, NC",0.679538649,0.513490909,2311,2,618,SVR
5,"Bladen, NC",0.358087332,0.335113782,2430,2,1853,SVR
5,"Bladen, NC",0.455705319,0.279307017,2610,2,618,SVR
5,"Bladen, NC",0.241104122,0.321801665,3120,3,1236,SVR
5,"Bladen, NC",0.350262664,0.289710051,1521,1,1236,SVR
5,"Bladen, NC",0.121316041,0.149657896,3220,3,1236,SVR
5,"Bladen, NC",0.241104122,0.362566889,3410,3,618,SVR
5,"Bladen, NC",0.221425645,0.231677466,3420,3,1236,SVR
5,"Bladen, NC",0.358087332,0.40691173,3610,3,618,SVR
6,"Bladen, NC",0.430771991,0.372060189,1121,1,1236,SVR
6,"Bladen, NC",0.373904443,0.382475822,1210,1,618,SVR
6,"Bladen, NC",0.598752917,0.536680539,1211,1,618,SVR
6,"Bladen, NC",0.130837512,0.243899029,1330,1,1853,SVR
6,"Bladen, NC",0.112207865,0.151294187,1420,1,1236,SVR
6,"Bladen, NC",0.151110322,0.214144815,1430,1,1853,SVR
6,"Bladen, NC",0.489289009,0.311663607,2121,2,1236,SVR
6,"Bladen, NC",0.455705319,0.534963021,2211,2,618,SVR
6,"Bladen, NC",0.342497051,0.293086502,2321,2,1236,SVR
6,"Bladen, NC",0.161854363,0.272870782,2410,2,618,SVR
6,"Bladen, NC",0.358087332,0.217311983,2621,2,1236,SVR
6,"Bladen, NC",0.254656451,0.261202468,3110,3,618,SVR
6,"Bladen, NC",0.172997197,0.281339951,3221,3,1236,SVR
6,"Bladen, NC",0.087372997,0.131306621,3320,3,1236,SVR
6,"Bladen, NC",0.167376266,0.24201317,3330,3,1853,SVR
6,"Bladen, NC",0.365968722,0.275636938,1511,1,618,SVR
6,"Bladen, NC",0.381892273,0.350123052,3511,3,618,SVR
7,"Bladen, NC",0.304628683,0.303416426,1111,1,618,SVR
7,"Bladen, NC",0.275605613,0.276300556,1120,1,1236,SVR
7,"Bladen, NC",0.261558248,0.178985388,1321,1,1236,SVR
7,"Bladen, NC",0.297261229,0.372838932,1511,1,618,SVR
7,"Bladen, NC",0.556866978,0.438830841,1521,1,1236,SVR
7,"Bladen, NC",0.196454788,0.294817746,1620,1,1236,SVR
7,"Bladen, NC",0.006215254,0.300759275,2220,2,1236,SVR
7,"Bladen, NC",0.556866978,0.478615042,2411,2,618,SVR
7,"Bladen, NC",0.319575714,0.331173246,2421,2,1236,SVR
7,"Bladen, NC",0.184532912,0.306162906,2430,2,1853,SVR
7,"Bladen, NC",0.342497051,0.286934811,2521,2,1236,SVR
7,"Bladen, NC",0.304628683,0.337159491,2611,2,618,SVR
7,"Bladen, NC",0.808416352,0.535468147,3111,3,618,SVR
7,"Bladen, NC",0.227896656,0.324843981,3410,3,618,SVR
7,"Bladen, NC",0.202558213,0.261900403,3520,3,1236,SVR
8,"Bladen, NC",0.365968722,0.301841664,1220,1,1236,SVR
8,"Bladen, NC",0.327151454,0.285242687,1410,1,618,SVR
8,"Bladen, NC",0.28996709,0.391587188,1421,1,1236,SVR
8,"Bladen, NC",0.006215254,0.023648973,1620,1,1236,SVR
8,"Bladen, NC",0.145889428,0.246822805,2111,2,618,SVR
8,"Bladen, NC",0.582070723,0.26671054,2121,2,1236,SVR
8,"Bladen, NC",0.145889428,0.281545632,2211,2,618,SVR
8,"Bladen, NC",0.184532912,0.213788219,2230,2,1853,SVR
8,"Bladen, NC",0.480865749,0.382429996,2421,2,1236,SVR
8,"Bladen, NC",0.121316041,0.260471096,2520,2,1236,SVR
8,"Bladen, NC",0.430771991,0.204462439,3111,3,618,SVR
8,"Bladen, NC",0.006215254,0.180590691,3211,3,618,SVR
8,"Bladen, NC",0.060030545,0.124888442,3510,3,618,SVR
8,"Bladen, NC",0.389929636,0.513597969,3521,3,1236,SVR
8,"Bladen, NC",0.565287314,0.393211745,3611,3,618,SVR
9,"Bladen, NC",0.095236262,0.186145839,1110,1,618,SVR
9,"Bladen, NC",0.006215254,0.080468718,1120,1,1236,SVR
9,"Bladen, NC",0.439053016,0.414873779,1211,1,618,SVR
9,"Bladen, NC",0.297261229,0.237951355,1230,1,1853,SVR
9,"Bladen, NC",0.41431443,0.577774827,1311,1,618,SVR
9,"Bladen, NC",0.126025235,0.144089179,1330,1,1853,SVR
9,"Bladen, NC",0.167376266,0.151748618,1530,1,1853,SVR
9,"Bladen, NC",0.029012592,0.046385512,2110,2,618,SVR
9,"Bladen, NC",0.365968722,0.185817799,2131,2,1853,SVR
9,"Bladen, NC",0.406143357,0.503018641,2211,2,618,SVR
9,"Bladen, NC",0.006215254,-0.003690934,2220,2,1236,SVR
9,"Bladen, NC",0.275605613,0.267491655,2221,2,1236,SVR
9,"Bladen, NC",0.006215254,0.103798461,2321,2,1236,SVR
9,"Bladen, NC",0.221425645,0.233828267,2410,2,618,SVR
9,"Bladen, NC",0.196454788,0.22435047,2420,2,1236,SVR
9,"Bladen, NC",0.447365108,0.377567151,2430,2,1853,SVR
9,"Bladen, NC",0.091252825,0.22958149,2630,2,1853,SVR
9,"Bladen, NC",0.021124174,0.126902975,3110,3,618,SVR
9,"Bladen, NC",0.334792549,0.506900256,3311,3,618,SVR
9,"Bladen, NC",0.422524928,0.425192778,3411,3,618,SVR
9,"Bladen, NC",0.07992338,-0.036250655,3420,3,1236,SVR
9,"Bladen, NC",0.241104122,0.244854528,4130,4,1853,SVR
9,"Bladen, NC",0.006215254,0.146672132,3510,3,618,SVR
9,"Bladen, NC",0.030844672,0.186237645,3530,3,1853,SVR
10,"Bladen, NC",0.241104122,0.40452596,1120,1,1236,SVR
10,"Bladen, NC",0.006215254,0.172678899,1421,1,1236,SVR
10,"Bladen, NC",0.227896656,0.438559269,1521,1,1236,SVR
10,"Bladen, NC",0.304628683,0.307477193,1530,1,1853,SVR
10,"Bladen, NC",0.006215254,-0.08490752,1531,1,1853,SVR
10,"Bladen, NC",0.221425645,0.348857913,1620,1,1236,SVR
10,"Bladen, NC",0.261558248,0.141351799,2220,2,1236,SVR
10,"Bladen, NC",0.430771991,0.560545276,2221,2,1236,SVR
10,"Bladen, NC",0.083596595,0.09891027,2310,2,618,SVR
10,"Bladen, NC",0.006215254,0.118749635,2411,2,618,SVR
10,"Bladen, NC",0.582070723,0.453667107,3121,3,1236,SVR
10,"Bladen, NC",0.063092801,0.131539369,3130,3,1853,SVR
10,"Bladen, NC",0.006215254,0.300518669,2220,2,1236,SVR
10,"Bladen, NC",0.247837893,0.262214719,3220,3,1236,SVR
10,"Bladen, NC",0.006215254,0.124243829,3311,3,618,SVR
10,"Bladen, NC",0.28996709,0.341437311,3431,3,1853,SVR
10,"Bladen, NC",0.135752556,0.216095636,3530,3,1853,SVR
10,"Bladen, NC",0.358087332,0.43304037,3531,3,1853,SVR
10,"Bladen, NC",0.167376266,0.258672872,3631,3,1853,SVR
11,"Bladen, NC",0.447365108,0.418937673,1111,1,618,SVR
11,"Bladen, NC",0.145889428,0.185034407,1330,1,1853,SVR
11,"Bladen, NC",0.304628683,0.290060977,1410,1,618,SVR
11,"Bladen, NC",0.130837512,0.068631877,1420,1,1236,SVR
11,"Bladen, NC",0.099323457,0.138977297,1430,1,1853,SVR
11,"Bladen, NC",0.076353038,0.174034175,1530,1,1853,SVR
11,"Bladen, NC",0.172997197,0.156371343,2111,2,618,SVR
11,"Bladen, NC",0.156432165,0.289874285,2530,2,1853,SVR
11,"Bladen, NC",0.268541878,0.300254261,2620,2,1236,SVR
11,"Bladen, NC",0.261558248,0.264445178,3320,3,1236,SVR
